loss,accuracy,val_loss,val_accuracy
0.16330872476100922,0.9900282025337219,0.1846555471420288,0.9787713289260864
0.16299164295196533,0.9900660514831543,0.18432921171188354,0.9790929555892944
0.16268379986286163,0.9900849461555481,0.18402856588363647,0.9788784980773926
0.16238446533679962,0.990141749382019,0.18371275067329407,0.9789857268333435
0.16205911338329315,0.990141749382019,0.183420330286026,0.9788784980773926
0.1617739200592041,0.9901795387268066,0.18310315907001495,0.9789857268333435
0.1614854484796524,0.9902930855751038,0.18284407258033752,0.9789857268333435
0.1612090766429901,0.9903498888015747,0.18256539106369019,0.9793074131011963
0.160943403840065,0.9904255270957947,0.18225260078907013,0.9796290397644043
0.16067706048488617,0.9905012249946594,0.18200837075710297,0.9797362685203552
0.1604194939136505,0.9905580282211304,0.18174926936626434,0.9799506664276123
0.1601666510105133,0.9906147718429565,0.18148110806941986,0.9801651239395142
0.15991809964179993,0.9906715154647827,0.18121545016765594,0.9802723526954651
0.1596723198890686,0.9906904697418213,0.18098193407058716,0.9803795218467712
0.15943576395511627,0.9907472133636475,0.1807553619146347,0.9803795218467712
0.1592002958059311,0.9907850623130798,0.1805012971162796,0.9805939793586731
0.15899387001991272,0.990841805934906,0.18029345571994781,0.9802723526954651
0.15878619253635406,0.990841805934906,0.18008290231227875,0.9804867506027222
0.15856939554214478,0.990898609161377,0.17985446751117706,0.980701208114624
0.15834668278694153,0.9908796548843384,0.17964650690555573,0.9804867506027222
0.15813712775707245,0.9909364581108093,0.17944428324699402,0.9805939793586731
0.15792173147201538,0.9909364581108093,0.1792365312576294,0.9805939793586731
0.1577243208885193,0.9909553527832031,0.17903482913970947,0.980701208114624
0.1575211137533188,0.9909932017326355,0.17883923649787903,0.981022834777832
0.1573171615600586,0.9910121560096741,0.1786409169435501,0.981130063533783
0.15712524950504303,0.9910310506820679,0.1784704029560089,0.9809156060218811
0.15693166851997375,0.9910310506820679,0.1782691329717636,0.9809156060218811
0.15674647688865662,0.991087794303894,0.17808298766613007,0.981130063533783
0.15656407177448273,0.9911256432533264,0.17790435254573822,0.981130063533783
0.15637609362602234,0.991144597530365,0.17772841453552246,0.9809156060218811
0.15619944036006927,0.9912013411521912,0.17756159603595734,0.981130063533783
0.1560186892747879,0.9912391901016235,0.17740219831466675,0.98134446144104
0.15584613382816315,0.9912391901016235,0.17723408341407776,0.9815589189529419
0.1556730568408966,0.9912580847740173,0.17707429826259613,0.9815589189529419
0.15550851821899414,0.9912580847740173,0.1768997311592102,0.9815589189529419
0.15534323453903198,0.9912580847740173,0.17674627900123596,0.9815589189529419
0.1551763266324997,0.9913148880004883,0.17659418284893036,0.9815589189529419
0.15501727163791656,0.9913527369499207,0.1764424741268158,0.9815589189529419
0.15485842525959015,0.9913716316223145,0.17630541324615479,0.9815589189529419
0.15471336245536804,0.9913527369499207,0.17598704993724823,0.981773316860199
0.1545470654964447,0.9914473295211792,0.17565420269966125,0.9825238585472107
0.1543997824192047,0.991390585899353,0.17534790933132172,0.9825238585472107
0.15424247086048126,0.991466224193573,0.17519398033618927,0.9825238585472107
0.15409140288829803,0.9914851784706116,0.17505155503749847,0.9825238585472107
