loss,accuracy,val_loss,val_accuracy
0.9473713636398315,0.8837063908576965,0.30579110980033875,0.9442479014396667
0.28023532032966614,0.949251651763916,0.2786581814289093,0.9486437439918518
0.2593271732330322,0.9546443819999695,0.26658129692077637,0.9515385627746582
0.24705488979816437,0.9588450193405151,0.2584843635559082,0.9544333815574646
0.23803068697452545,0.9622887969017029,0.2533407509326935,0.9566848874092102
0.2308846265077591,0.9652027487754822,0.24812713265419006,0.9587219953536987
0.22497856616973877,0.9674165844917297,0.2437257170677185,0.9605446457862854
0.21989469230175018,0.969706118106842,0.23962406814098358,0.9619384407997131
0.21549518406391144,0.9716550707817078,0.2359382063150406,0.9632250666618347
0.211620032787323,0.9732066988945007,0.23158691823482513,0.9652621150016785
0.20818257331848145,0.9748339653015137,0.22885876893997192,0.9657981991767883
0.2051638513803482,0.9761963486671448,0.22649237513542175,0.967299222946167
0.2023480236530304,0.9776911735534668,0.2240397185087204,0.9678353071212769
0.19970351457595825,0.9788832068443298,0.2217637151479721,0.9689074754714966
0.19731147587299347,0.9797914624214172,0.21930484473705292,0.9697651863098145
0.1950836330652237,0.9806240200996399,0.2170267105102539,0.9706228971481323
0.19305419921875,0.9816269278526306,0.2148747742176056,0.971051812171936
0.1911858171224594,0.9820432066917419,0.21307915449142456,0.9712662100791931
0.18946072459220886,0.9826676249504089,0.21138162910938263,0.9723383784294128
0.1879335194826126,0.9832163453102112,0.21003250777721405,0.9724456071853638
0.18646541237831116,0.9836893677711487,0.20857736468315125,0.9727672338485718
0.18509894609451294,0.9841434955596924,0.2072528600692749,0.9729816913604736
0.18384815752506256,0.9843137860298157,0.20599514245986938,0.9736249446868896
0.1826341450214386,0.9846354722976685,0.20481273531913757,0.9742682576179504
0.181528702378273,0.9848057627677917,0.20371966063976288,0.9741610288619995
0.18047362565994263,0.9854301810264587,0.2026309221982956,0.9743754863739014
0.1794823855161667,0.9856950640678406,0.20166155695915222,0.9742682576179504
0.1785362958908081,0.9859221577644348,0.20065751671791077,0.9743754863739014
0.17761757969856262,0.9862627387046814,0.19970285892486572,0.9743754863739014
0.17678670585155487,0.986527681350708,0.19888943433761597,0.9746971130371094
0.1759883016347885,0.9867547154426575,0.1980225294828415,0.9749115705490112
0.1752341389656067,0.9869817495346069,0.1971646547317505,0.9753404259681702
0.17451485991477966,0.987227737903595,0.19639712572097778,0.9755548238754272
0.17382971942424774,0.9874358773231506,0.19566872715950012,0.9759836792945862
0.1731719970703125,0.9877008199691772,0.19495542347431183,0.9760909080505371
0.17253820598125458,0.9879278540611267,0.19428837299346924,0.9764125943183899
0.17192581295967102,0.9881170988082886,0.19363322854042053,0.976626992225647
0.17133881151676178,0.9882873892784119,0.19301041960716248,0.976948618888855
0.1707741916179657,0.9884955286979675,0.1924131214618683,0.9772703051567078
0.17023755609989166,0.988646924495697,0.1918586641550064,0.9773775339126587
0.16970999538898468,0.988722562789917,0.19129502773284912,0.9774847030639648
0.1692207008600235,0.9888739585876465,0.19077003002166748,0.9779135584831238
0.16872349381446838,0.988968551158905,0.19025255739688873,0.9778063893318176
0.16825586557388306,0.9891010522842407,0.1897578239440918,0.9778063893318176
0.16780725121498108,0.9891199469566345,0.18929818272590637,0.9780207872390747
0.16736812889575958,0.9891766905784607,0.18883006274700165,0.9778063893318176
0.166932612657547,0.9893848299980164,0.18839940428733826,0.9779135584831238
0.16652128100395203,0.9894605278968811,0.18799248337745667,0.9781280159950256
0.16612383723258972,0.9894983768463135,0.1875709891319275,0.9781280159950256
0.16573788225650787,0.989592969417572,0.187163308262825,0.9781280159950256
0.16536137461662292,0.989649772644043,0.1867673248052597,0.9786641001701355
0.1649935245513916,0.9897254705429077,0.18640242516994476,0.9787713289260864
0.1646425426006317,0.9898200631141663,0.18599121272563934,0.9786641001701355
0.16428712010383606,0.989895761013031,0.18567512929439545,0.9785568714141846
0.1639569103717804,0.9899336099624634,0.18531282246112823,0.9787713289260864
0.16362908482551575,0.9899525046348572,0.18497271835803986,0.9788784980773926
