loss,accuracy,val_loss,val_accuracy
0.3259428143501282,0.9516736268997192,0.18571075797080994,0.966977596282959
0.16569975018501282,0.978996753692627,0.16086603701114655,0.9757692813873291
0.13721634447574615,0.9858843088150024,0.18030761182308197,0.9608662724494934
0.128547802567482,0.987473726272583,0.15739794075489044,0.9725527763366699
0.12054809927940369,0.9900849461555481,0.15918825566768646,0.976626992225647
0.1203170120716095,0.9910688996315002,0.19238245487213135,0.9675136804580688
0.11830130964517593,0.9920338988304138,0.16482354700565338,0.9804867506027222
0.11511440575122833,0.9925258755683899,0.15618740022182465,0.9789857268333435
0.11543423682451248,0.9928475618362427,0.15403971076011658,0.9792001843452454
0.1065412238240242,0.9932070374488831,0.152261883020401,0.9783424735069275
0.10262992233037949,0.9936801195144653,0.13400593400001526,0.9795218110084534
0.09798863530158997,0.993509829044342,0.14323396980762482,0.9788784980773926
0.09437372535467148,0.9939639568328857,0.18532831966876984,0.9767342209815979
0.09705298393964767,0.9938504099845886,0.1399201899766922,0.9767342209815979
0.09409695118665695,0.9940585494041443,0.14292804896831512,0.9785568714141846
0.09430056810379028,0.9941720962524414,0.16890160739421844,0.9773775339126587
0.09275539219379425,0.9946072697639465,0.13064830005168915,0.9785568714141846
0.09721219539642334,0.9943612813949585,0.17017106711864471,0.9723383784294128
0.09736021608114243,0.9943234324455261,0.16607020795345306,0.9755548238754272
0.09871712327003479,0.9945505261421204,0.1658889502286911,0.9764125943183899
0.09507063776254654,0.9948154091835022,0.13599765300750732,0.9784496426582336
0.0980108231306076,0.9949478507041931,0.18189263343811035,0.9776991605758667
0.10377738624811172,0.994455873966217,0.14263400435447693,0.9772703051567078
0.09878914058208466,0.9948343634605408,0.16552165150642395,0.9771630764007568
0.10287651419639587,0.9947397112846375,0.15514850616455078,0.9798434376716614
0.09702371805906296,0.9951559901237488,0.1706324964761734,0.9772703051567078
0.09567783772945404,0.995383083820343,0.15643060207366943,0.97587651014328
